"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad"
"INSTITUCION EDUCATIVA DE COLORADO","806013359","Bolívar","Tiquisio","Territorial","Centralizada","CO1.REQ.4840807","18-2023","719788341","CO1.BDOS.4734508","SERVICIO DE EXOGENA","PRESTACION DE SERVICIO PARA LA ELABORACIÓN  Y  PRESENTACIÓN DE  LA  INFORMACIÓN  TRIBUTARIA  ANTE LA DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES, POR EL AÑO GRAVABLE 2022.",,,,,,,,,"$580,000","Contratación régimen especial","Regla aplicable","10","día(s)",,,,"Tiquisio","INSTITUCION EDUCATIVA DE COLORADO","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.84111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","719,788,341"
"INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL DE NIÑAS ISLA DEL ROSARIO","8190031787","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9328352","OS 001 - 2025","720729086","CO1.BDOS.9161842","Póliza de Manejo","Adquisición de Poliza de seguro de manejo del sector oficial para recursos Fondo de Servicios Educativos  a partir del  del 12-06-2025 hasta el  del 30-08-2026 para la IEDR ISLA DEL ROSARIO.",,,,,,,,,"$2,188,082","Contratación régimen especial","Regla aplicable","0","día(s)",,,,"No Aplica","RECTORIA","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.84131600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","720,729,086"
"UNIVERSIDAD PEDAGÓGICA NACIONAL","899999124","Distrito Capital de Bogotá","No Definido","Nacional","Descentralizada","CO1.REQ.10180350","UPN-CPS-0122-2026","703827485","CO1.BDOS.10012464","Contrato de Prestación de Servicios","Prestar sus servicios como salvavidas para garantizar la seguridad para los usuarios de la  piscina, durante la jornada de la tarde",,,,,,,,,"$26,540,850","Contratación régimen especial","Regla aplicable","0","día(s)",,,,"No Aplica","DIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","En aprobación","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,827,485"
"SENA-GRUPO DE APOYO ADMINITRATIVO INTERCENTROS CGA Y CFAFC","899999034","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.7563547","PSP-DC-CFAFC-017-2025","724589023","CO1.BDOS.7428287","Prestar servicios profesionales para facilitar y contribuir en el desarrollo del Proceso de Gestión de Instancias de Concertación y Competencias Laborales; promoviendo su fortalecimiento y dinamizació","Prestar servicios profesionales para facilitar y contribuir en el desarrollo del Proceso de Gestión de Instancias de Concertación y Competencias Laborales, promoviendo su fortalecimiento y dinamización en el Centro de Formación",,,,,,,,,"$33,550,000","Contratación directa","Servicios profesionales y apoyo a la gestión","328","día(s)",,,,"Bogotá","CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA - BTA DC","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111601","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","724,589,023"
"BANCO DE LA REPUBLICA","860005216","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.3979947","CT352345001002","706099488","CO1.BDOS.3884067","Compra de computadores","compra de 17  computadores marca Dell",,,,,,,,,"$300,000,000","Contratación régimen especial","Regla aplicable","6","Mes(es)",,,,"No Aplica","DEPARTAMENTO DE PLANEACION Y GESTIÓN ADMINISTRATIVA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.41112512","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","706,099,488"
"MINJUSTICIA..","900457461","Distrito Capital de Bogotá","No Definido","Nacional","Centralizada","CO1.REQ.4397308","MDJ-CD-xxxxx-2023","700103013","CO1.BDOS.4297507","Prestar los servicios logísticos; administrativos y operativos para la ejecución de los planes; programas y actividades que hacer parte del plan de Gestión Estratégica del Talento Humano del MJD","Prestar los servicios logísticos, administrativos y operativos para la ejecución de los planes, programas y actividades que hacer parte del plan de Gestión Estratégica del Talento Humano del MJD y del Plan de Bienestar.",,,,,,,,,"$360,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","253","día(s)",,,,"Bogotá","Grupo de Gestion Contractual","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111502","Abierto","Prestación de servicios","No Definido","V186101808, V186111602, V190141703, V190151802, V193141506, V193141702, V193141808","https://community.secop.gov.co/STS/Users/Login/Index","700,103,013"
"AGENCIA LOGISTICA DE LAS FUERZAS MILITARES","899999162","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.2988661","SIP-008-20-2022_1","700985252","CO1.BDOS.2860195","SUMINISTRO DE DOTACIÓN PARA BOTIQUINES; INSTRUMENTOS PARA MEDICION AMBIENTAL Y SEÑALIZACIÓN DE SEGURIDAD; PARA CADA UNIDAD DE NEGOCIO Y SEDE ADMINISTRATIVA DE LA REGIONAL CENTRO DE LA AGENCIA LOGÍSTIC","SUMINISTRO DE DOTACIÓN PARA BOTIQUINES; INSTRUMENTOS PARA MEDICION AMBIENTAL Y SEÑALIZACIÓN DE SEGURIDAD; PARA CADA UNIDAD DE NEGOCIO Y SEDE ADMINISTRATIVA DE LA REGIONAL CENTRO DE LA AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES.",,,,,,,,,"$0","Solicitud de información a los Proveedores","No","60","día(s)","04/22/2022",,,"Cota","REGIONAL CENTRO ALFM","700","0","8","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.46181500","Abierto","No","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,985,252"
"UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS","900490473","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.9210218","UARIV-CPSP-2025-1096227890","700509136","CO1.BDOS.9045945","JIZZETH PAOLA HERNANDEZ JIMENEZ","Prestar sus servicios profesionales a la Unidad para la Atención y Reparación Integral a las Víctimas, acompañando el desarrollo de las actividades propias del Grupo de Enfoque Psicosocial en lo referente a la misionalidad propia del Grupo.",,,,,,,,,"$18,333,315","Contratación directa","Servicios profesionales y apoyo a la gestión","2","Mes(es)",,,,"Bogotá","SECRETARIA GENERAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80161500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,509,136"
"EMPRESA DE SERVICIOS PUBLICOS DE BELEN NARIÑO","9000775433","Nariño","Belén","Territorial","Centralizada","CO1.REQ.8998583","2025-020","718996788","CO1.BDOS.8838797","PRESTACION DE SERVICIOS DE TRANSPORTE","RECOLECCIÓN DE LOS RESIDUOS SÓLIDOS DOMÉSTICOS PROVENIENTES DEL CASCO URBANO, CORREGIMIENTOS Y VEREDAS DEL MUNICIPIO DE BELÉN NARIÑO, Y TRANSPORTARLOS HACIA EL RELLENO SANITARIO ANTANAS DE LA CIUDAD DE PASTO",,,,,,,,,"$25,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Belén","ADMINISTRADOR","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.76121500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","718,996,788"
"INSTITUCION EDUCATIVA TECNICA JOAQUIN PARIS","890704355","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7121899","CONTRATO 004 DE 2023","717007108","CO1.BDOS.6990235","CONTRATO 004 DE 2023","CONTRATAR LOS SERVICIOS PROFESIONALES COMO PROFESOR DE LA BANDA MÚSICO - MARCIAL Y ACTIVIDADES LÚDICAS CON LOS ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA TÉCNICA JOAQUÍN PARIS.",,,,,,,,,"$14,000,000","Contratación régimen especial","Decreto 092 de 2017","300","día(s)",,,,"Ibagué","RECTORIA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111620","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","717,007,108"
"HOSPITAL FRANCISCO DE PAULA SANTANDER EMPRESA SOCIAL DEL ESTADO","891500084","Cauca","Santander De Quilichao","Territorial","Centralizada","CO1.REQ.4418491","2023-AD-359","704096098","CO1.BDOS.4318943","PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO ESPECIALIZADO EN OTORRINOLARINGOLOGÍA.","PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO ESPECIALIZADO EN OTORRINOLARINGOLOGÍA.",,,,,,,,,"$37,500,000","Contratación régimen especial","Decreto 092 de 2017","91","día(s)",,,,"No Aplica","JURIDICO","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85101501","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,096,098"
"(Secretaría Distrital de Integración Social)","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.1292116","257310","702271321","CO1.BDOS.1249907","PRESTACION DE SERVICIOS PROFESIONALES","PRESTAR SERVICIOS PARA LA ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA EN EL JARDIN INFANTIL DIURNO DE LA SECRETARIA DISTRITAL DE INTEGRACIÓN SOCIAL, QUE LE SEA ASIGNADO.",,,,,,,,,"$19,098,000","Contratación directa","Servicios profesionales y apoyo a la gestión","180","día(s)",,,,"Bogotá","SUBDIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,271,321"
"SERVICIO AEREO A TERRITORIOS NACIONALES S.A.","8999991434","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9466140","CA 1843 2025 1","712019876","CO1.BDOS.9297753","COMPRA DE MATERIAL AERONAUTICO","No definido",,,,,,,,,"$4,641,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Bogotá","Dirección Técnica","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.25201500","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","712,019,876"
"E.S.E HOSPITAL SAN RAFAEL DE PACHO","800099860","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8076047","0211-2025","702924952","CO1.BDOS.7936413","PRESTACION DE SERVICIOS PROFESIONALES","PRESTAR SERVICIOS PROFESIONALES DE REVISORIA FISCAL EN LA ESE HOSPITAL SAN RAFAEL DE PACHO Y SU RED PRESTADORA DE SERVICIOS DE SALUD",,,,,,,,,"$76,869,000","Contratación régimen especial","Decreto 092 de 2017","270","día(s)",,,,"Pacho","CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.93151501","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,924,952"
"SENA REGIONAL ATLANTICO","899999034","Atlántico","Barranquilla","Nacional","Centralizada","CO1.REQ.1748197","CD-ATL-0001-2021","702633314","CO1.BDOS.1698043","ARRENDAMIENTO SINSINDESENA","Entregar a título de arrendamiento al Servicio Nacional de Aprendizaje  SENA, una oficina ubicada dentro del inmueble de mayor extensión, cuya dirección es la calle 41 #43-128 Oficina 18 Centro de Profesionales Bolívar de la ciudad de Barranquilla, identificado con la matrícula inmobiliaria 040-18685, según los linderos y cabida allí establecida, concediéndose el uso y goce a la organización sindical SINSINDESENA.",,,,,,,,,"$15,996,176","Contratación Directa (con ofertas)","Adquisición de inmuebles","336","día(s)","01/26/2021",,,"Barranquilla","DESPACHO REGIONAL","312","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80131500","Abierto","Otro","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,633,314"
"POLICIA METROPOLITANA DE PEREIRA","900360623","Risaralda","Pereira","Nacional","Centralizada","CO1.REQ.2828275","PN MEPER 010 2022","701700098","CO1.BDOS.2751609","SOLICITUD COTIZACIONES DE MANTENIMIENTO DE EQUIPO","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS ELEMENTOS QUE SOPORTAN LA INFRAESTRUCTURA TECNOLÓGICA DE LA POLICÍA METROPOLITANA DE PEREIRA, DEPARTAMENTO DE POLICÍA RISARALDA.",,,,,,,,,"$0","Solicitud de información a los Proveedores","No","10","Mes(es)","02/04/2022",,,"Pereira","POLICIA METROPOLITANA DE PEREIRA","192","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81111812","Abierto","No","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,700,098"
"Gobernación Norte de Santander*","800103927","Norte de Santander","Cúcuta","Territorial","Centralizada","CO1.REQ.2700416","CD-SEG 00748-2022","709391528","CO1.BDOS.2625284","DIANY ALEXA BAUTISTA QUINTERO","PRESTAR SUS SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO DE LA GESTIÓN TERRITORIAL EN EL DESARROLLO DE ESTRATEGIAS QUE PERMITA EL PROCESO DE AVANCE Y SEGUIMIENTO DE LOS INDICADORES DEL INDICE DEPARTAMENTAL DE COMPETITIVIDAD DE NORTE DE SANTANDER",,,,,,,,,"$18,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","0","día(s)",,,,"No Aplica","Secretaría General","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","709,391,528"
"MUNICIPIO DE SOACHA..","800094755","Cundinamarca","Soacha","Territorial","Centralizada","CO1.REQ.9110344","00009-2025","702158254","CO1.BDOS.8948003","MEJORAMIENTO; REHABILITACION Y PAVIMENTACION DE VIAS URBANAS EN LAS COMUNAS 1; 2 Y 5 INCLUYE OBRAS COMPLEMENTARIAS DE ALCANTARILLADO SANITARIO Y PLUVIAL DEL MUNICIPIO DE SOACHA CUNDINAMARCA","MEJORAMIENTO, REHABILITACION Y PAVIMENTACION DE VIAS URBANAS EN LAS COMUNAS 1, 2 Y 5 INCLUYE OBRAS COMPLEMENTARIAS DE ALCANTARILLADO SANITARIO Y PLUVIAL DEL MUNICIPIO DE SOACHA CUNDINAMARCA",,,,,,,,,"$8,545,073,975","Licitación pública Obra Publica","No Defenido","12","Mes(es)","11/18/2025","12/02/2025",,"Soacha","SECRETARIA DE INFRAESTRUCTURA, VALORIZACIÓN Y SERVICIOS PÚBLICOS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.72121100","Cerrado","Obra","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,158,254"
"ICBF REGIONAL GUAJIRA","899999239","La Guajira","No Definido","Nacional","Centralizada","CO1.REQ.10080217","ICBF-CA-291135-2026GUA","703458380","CO1.BDOS.9912228","PRESTACION DE SERVICIOS DE ATENCION INTEGRAL AL PUEBLO WAYUU; EN CUMPLIMIENTO DE LA SENTENCIA T-302 DE 2017 Y LA SUPERACION DEL ESTADO DE COSAS INCONSTITUCIONALES; CONFORME LO ORIENTADO EN LA GUIA DE","PRESTACION DE SERVICIOS DE ATENCION INTEGRAL AL PUEBLO WAYUU, EN CUMPLIMIENTO DE LA SENTENCIA T-302 DE 2017 Y LA SUPERACION DEL ESTADO DE COSAS INCONSTITUCIONALES, CONFORME LO ORIENTADO EN LA GUIA DE ATENCION INTEGRAL AL PUEBLO WAYUU EN SUS TERRITORIOS ANCESTRALES.",,,,,,,,,"$740,620,268","Contratación régimen especial","Regla aplicable","285","día(s)",,,,"Riohacha","ICBF REGIONAL GUAJIRA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.93141500","Abierto","Otro","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,458,380"
"APC  COLOMBIA+","900484852","Distrito Capital de Bogotá","No Definido","Nacional","Centralizada","CO1.REQ.5483402","RE-APC-FAP-009-2023","700569015","CO1.BDOS.5363177","AGILE SOLUTIONS S.A.C.","Contratar un servicio integral de hosting, administración, soporte, desarrollo e implementación de mejoras para garantizar la operatividad de la Plataforma Digital AP-NET de la Alianza del Pacífico en ambiente productivo, contemplando actividades de soporte (asistencia técnico, asistencia funcional, atención de consultas, capacitaciones), actividades preventivas (monitoreo, backups, upgrades, scanners) y actividades correctivas (atención de incidencias de servidor y resolución de bugs de softwar",,,,,,,,,"$25,560","Contratación régimen especial","Regla aplicable","455","día(s)",,,,"Bogotá","Gestión contractual","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81112200","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,569,015"
"MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA","899999433","Cundinamarca","Funza","Territorial","Centralizada","CO1.REQ.9859090","CPS-0432-2026","708618020","CO1.BDOS.9691366","MANUELA MEJIA RICO","PRESTACIÓN DE SERVICIOS PROFESIONALES ORIENTADOS A BRINDAR APOYO EN LA EJECUCIÓN, SEGUIMIENTO Y DESARROLLO DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR (PAE) DE LA SECRETARÍA DE EDUCACIÓN DE FUNZA","Presentación de oferta",,,,,,,,"$31,829,564","Contratación directa","Servicios profesionales y apoyo a la gestión","173","día(s)",,,,"No Aplica","SECRETARIA JURIDICA 2024","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85151605","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9705498","708,618,020"
"INSTITUCION EDUCATIVA FRAY PLACIDO","846000522","Putumayo","Mocoa","Territorial","Centralizada","CO1.REQ.7338383","IEFP-RE-27-2024","720684265","CO1.BDOS.7201583","Servicio de cerrajería","Servicio de cerrajería a todo costo sedes que conforman la Institución Educativa Fray Plácido, municipio de Mocoa, departamento del Putumayo",,,,,,,,,"$860,000","Contratación régimen especial","Regla aplicable","2","día(s)",,,,"Mocoa","IE FRAY PLACIDO","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.72101505","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","720,684,265"
"CENTRO DE SALUD  ANCUYA E.S.E","9000004101","Nariño","Ancuyá","Territorial","Centralizada","CO1.REQ.7241325","2024100015","718891922","CO1.BDOS.7106322","ESCOBAR MORENO JAQUELINE BEATRIZ","PRESTACIÓN DE SERVICIOS COMO  PROFESIONAL DE PSICOLOGÍA   EN EL CENTRO DE SALUD ANCUYA E.S.E, PARA EL DESARROLLO DEL PROGRAMA  FORTALECIMIENTO DEL NIVEL PRIMARIO BASADO EN ATENCIÓN PRIMARIA EN SALUD  (APS) A TRAVÉS DE LA CONFORMACIÓN DE EQUIPOS BÁSICOS EN SALUD (EBS) ENCARGADOS DE FACILITAR EL ACCESO A LOS SERVICIOS E INTERVENCIONES EN EL CONTINUO DE LA ATENCIÓN Y CONTRIBUIR A LA GARANTÍA DE LAS ATENCIONES DE PROMOCIÓN DE LA SALUD, PREVENCIÓN DE LA ENFERMEDAD, DETECCIÓN TEMPRANA DE ALTERACIONES",,,,,,,,,"$18,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Ancuyá","GERENCIA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111620","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","718,891,922"
